locale,en,cmn-Hans,af,ar,de,el,fi,fr,ga,hi,hr,hu,id,it,ja,ko,nl,no,pl,pt,ro,ru,es,sw,sv,th,tr,vi,cat,sr-latn
rar,Rarotongan,拉罗汤加语,Rarotongaans,الراروتنغية,Rarotonganisch,Ραροτόνγκαν,rarotonga,Rarotongan,Rarotongan,रारोटोन्गन,rarotonga,rarotonga,Rarotongan,Rarotongano,ラロトンガ語,라로통가어,Rarotongaans,Raratongansk,rarotongański,Rarotongano,Rarotongan,раротонга,rarotongano,Kirarotongan,Rarotongesiska,ราโรตองกา,Rarotonga Dili,Rarotongan,rarotongà,rarotonganski
ro,Romanian,罗马尼亚语,Roemeens,الرومانية,Rumänisch,Ρουμανική,romania,Roumain,Rómáinis,रोमानियन,rumunjski,román,Rumania,Romeno,ルーマニア語,루마니아어,Roemeens,Rumensk,rumuński,Romeno,Română,румынский,rumano,Kirumania,Rumänska,โรมาเนีย,Rumence,Ru-ma-ni,romanès,rumunski
ro-x-rnn,Romanian (Vlach),罗马尼亚语（弗拉赫）,Roemeens (Vlach),الرومانية (البلاخ),Rumänisch (Walachisch),Ρουμανική (Βλαχ),romania (vlach),Roumain (valaque),Romanian (Vlach),Romanian (Vlach),rumunjski (vlaški),román (vlach),Rumania (Vlach),Romeno (vlach),ルーマニア語（ブラフ）,루마니아어 (블라크),Roemeens (Vlachs),Romani (valakisk),rumuński (wołoski),Romeno (valáquio),Română (Valea Timocului),румынский (мунтянский),arrumano (vlach),Romanian (Vlach),Arumänska,โรมาเนีย (วลาช),Romanian (Vlach),Romanian (Vlach),romanès (vlax),rumunski (vlaški)
ro-x-rnk,"Romanian (Vlach, Bačka)",罗马尼亚语（弗拉赫，巴奇卡）,"Roemeens (Vlach, Bačka)",الرومانية (بلاخ، باتشكا),"Rumänisch (Walachisch, Batschka)","Ρουμανική (Βλαχ, Μπάτσκα)","romania (vlach, Bačka)",Roumain valaque de la Bačka,"Romanian (Vlach, Bačka)","Romanian (Vlach, Bačka)","rumunjski (vlaški, Bačka)","román (vlach, Bácska)","Rumania (Vlach, Bačka)","Romeno (vlach, Bačka)",ルーマニア語（ブラフ，バチュカ）,"루마니아어 (블라크, 바치카)","Roemeens (Vlachs, Bačka)","Romani (valakisk, Bačka)",rumuński (wołoski) (Baczka),"Romeno (baláquio, bačka)",Română (Bacica),"румынский (мунтянский, Бачка)",arrumano de Bačka,"Romanian (Vlach, Bačka)","Arumänska (vlakisk, Bačka)","โรมาเนีย (วลาช, บากคา)","Romanian (Vlach, Bačka)","Romanian (Vlach, Bačka)","romanès (vlax, Bačka)","rumunski (vlaški, Bačka)"
rms,Romanian Sign Language,罗马尼亚手语,Roemeense Gebaretaal,لغة الاشارات الرومانية,Rumänische Gebärdensprache,Ρουμανική Νοηματική Γλώσσα,romanialainen viittomakieli,Langue des signes roumaine,Teanga Chomharthaíochta na Rómáine,रोमानियन साइन लैंग्वेज,rumunjski znakovni jezik,román jelnyelv,Bahasa Isyarat Rumania,Lingua dei segni romena,ルーマニア手話,루마니아 수어,Roemeense Gebarentaal,Rumensk tegnspråk,rumuński język migowy,Língua de sinais romena,Limbajul semnelor românesc,румынский жестовый,lenguaje de señas rumano,Lugha ya Ishara ya Romania,Rumänskt teckenspråk,ภาษามือโรมาเนีย,Romen İşaret Dili,Ru-ma-ni (Ngôn ngữ ký hiệu),llengua de signes romanesa,rumunski znakovni jezik
rm-x-rh,Romansh (Ladin),罗曼什语（拉登）,Reto-Romaans (Ladin),الرومنشية (اللادينية),Rätoromanisch (Ladinisch),Ρομανσική (λαδινική),retoromaani (ladino),Romanche ladin,Rómainis (Laidinis),रोमांच (लादीन),rumonč (ladino),rétoromán (ladin),Romansh (Ladin),Romancio (ladino),ロマンシュ語（ラディン）,로망슈어 (라딘),Reto-Romaans (Ladin),Retoromansk (ladinsk),retoromański (ladino),Romanche (ladino),Romanşă (ladină),ретороманский (ладинский),romanche ladino,Kiromansh (cha Ladin),Rätoromanska (ladino),โรมานช์ (ลาดิน),Romanş (Ladin),Romansh (Ladin),romanx (ladí),romanš (Ladin)
rm-x-rhs,Romansh (Sursilvan),罗曼什语（苏尔希勒旺）,Reto-Romaans (Sursilvan),الرومنشية (السورسيلفانية),Rätoromanisch (Surselvisch),Ρομανσική (Σουρσιλβανική),retoromaani (sursilvan),Romanche sursilvan,Rómainis (Sursilvan),रोमांच (सुरसिलवान),rumonč (surselvan),rétoromán (sursilvan),Romansh (Sursilvan),Romancio (soprasilvano),ロマンシュ語（スルシルバン）,로망슈어 (수르실바),Reto-Romaans (Sursilvan),Retoromansk (sursilvan),retoromański (sursilwański),Romanche (sursilvano),Romanşă (sursilvană),ретороманский (сурсельвский),romanche sursilvano,Kiromansh (cha Sursilvan),Rätoromanska (sursilvanska),โรมานช์ (ซูร์ซิลวาน),Romanş (Sursilva),Romansh (Sursilvan),romanx (sobreselvà),romanš (Sursilvan)
rmy-al,Romany (Albania),罗姆语（阿尔巴尼亚）,Romani (Albanië),روماني (ألبانيا),Romani (Albanien),Ρομανί (Αλβανία),romani (Albania),Romani d'Albanie,Romany (Albania),रोमानी (अल्बेनिया),romski (Albanija),romani (Albánia),Romani (Albania),Romani (Albania),ロマニー語（アルバニア）,집시어 (알바니아),Romani (Albanië),Romani (Albania),romani (Albania),Romani (Albânia),Rromani (Albania),цыганский (Албания),romaní de Albania,Romany (Albania),Romani (Albanien),โรมานี (แอลเบเนีย),Romani (Arnavutluk),Romany (Albania),romaní (Albània),romski (Albanija)
rmy-ar,Romany (Argentina),罗姆语（阿根廷）,Romani (Argentinië),روماني (الارجنتين),Romani (Argentinien),Ρομανί (Αργεντινή),romani (Argentiina),Romani d'Argentine,Romany (Argentina),रोमानी (अर्जेंटीना),romski (Argentina),romani (Argentína),Romani (Argentina),Romani (Argentina),ロマニー語（アルゼンチン）,집시어 (아르헨티나),Romani (Argentinië),Romani (Argentina),romani (Argentyna),Romani (Argentina),Rromani (Argentina),цыганский (Аргентина),romanés kalderash,Kiromani (cha Argentina),Romani (kelderash),โรมานี (อาร์เจนตินา),Romani (Arjantin),Romany (Argentina),romaní (Argentina),romski (Argentina)
rmn-x-rrl,Romany (Arli),罗姆语（阿尔利）,Romani (Arli),روماني (أرلي),Romani (Arli),Ρομανί (Αρλί),romani (arli),Romani arli,Romany (Arli),Romany (Arli),romski (arlijski),romani (arli),Romani (Arli),Romani (Arli),ロマニー語（アーリ）,집시어 (알리),Romani (Arli),Romani (arli),romani (Arli),Romani (arli),Rromani (Arli),цыганский (арли),romaní (arli),Romany (Arli),Romani (arli),โรมานี (อาร์ลี),Romany (Arli),Romany (Arli),romaní (arli),romski (arlijski)
rmn-x-rmb,Romany (Bulgaria),罗姆语（保加利亚）,Romani (Bulgarye),روماني (بلغاريا),Romani (Bulgarien),Ρομανί (Βουλγαρία),romani (Bulgaria),Romani de Bulgarie,Romany (Bulgaria),रोमानी (बल्गारिया),romski (Bugarska),romani (Bulgária),Romani (Bulgaria),Romani (Bulgaria),ロマニー語（ブルガリア）,집시어 (불가리아),Romani (Bulgarije),Romani (Bulgaria),romani (Bułgaria),Romani (Bulgária),Rromani (Bulgaria),цыганский (Болгария),romaní de Bulgaria,Kiromani (cha Bulgaria),Romani (Bulgarien),โรมานี (บัลแกเรีย),Roman Dili (Bulgaristan),Romany (Bulgaria),romaní (Bulgària),romski (Bugarska)
rmy-cl,Romany (Chile),罗姆语（智利）,Romani (Chili),روماني (تشيلي),Romani (Chile),Ρομανί (Χιλή),romani (Chile),Romani du Chili,Romany (Chile),Romany (Chile),romski (Čile),romani (Chile),Romani (Chile),Romani (Cile),ロマニー語（チリ）,집시어 (칠레),Romani (Chili),Romani (Chile),romani (Chile),Romani (Chile),Rromani (Chile),цыганский (Чили),romaní de Chile,Romany (Chile),Romani (Chile),โรมานี (ชิลี),Romany (Chile),Romany (Chile),romaní (Xile),romski (Čile)
rmn-x-rnc,Romany (Crimea),罗姆语（克里米亚）,Sigeuners (Die Krim),روماني (القرم),Romani (Krim),Ρομανί (Κριμαία),romani (Krim),Romani de Crimée,Romany (Crimea),Romany (Crimea),romski (Krim),romani (Krím félsziget),Romani (Crimea),Romani (Crimea),ロマニー語（クリミア）,집시어 (크림),Romani (Krim),Romani (Krim),romani (Krym),Romani (Crimeia),Rromani (Crimeea),цыганский (крымский),romaní (crimea),Romany (Crimea),Romani (Krim),โรมานี (ไครเมีย),Romany (Crimea),Romany (Crimea),romaní (Crimea),Romski (Krim)
rmc-sk,Romany (Eastern Slovakia),罗姆语（东斯洛伐克）,Romani (Oostelike Slowakye),روماني (شرق سلوفاكيا),Romani (Ostslowakei),Ρομανί (Ανατολική Σλοβακία),romani (Itä-Slovakia),Romani de Slovaquie orientale,Romany (Oirthir na Slóvaice),रोमानी (पूर्वी स्लोवाकिया),romski (istočna Slovačka),romani (Kelet-Szlovákia),Romani (Slowakia Timur),Romani (Slovacchia orientale),ロマニー語（東スロバキア）,집시어 (동부 슬로바키아),Romani (Oost-Slowakije),Romani (Øst-Slovakia),romani (wschodnia Słowacja),Romani (leste da Eslováquia),Rromani (estul Slovaciei),цыганский (восточная Словакия),romaní del este de Eslovaquia,Kiromany (cha Slovakia Mashariki),Romani (östra Slovakien),โรมานี (สโลวาเกียตะวันออก),Romani (Doğu Slovakya),Romany (Eastern Slovakia),romaní (Eslovàquia oriental),romski (istočna Slovačka)
rmo-fr,Romany (France),罗姆语（法国）,Romani (Frankryk),روماني (فرنسا),Romanes (Frankreich),Ρομανί (Γαλλία),romani (Ranska),Romani de France,Romany (France),Romany (France),romski (Francuska),romani (Franciaország),Romani (Prancis),Romani (Francia),ロマニー語（フランス）,집시어 (프랑스),Romani (Frankrijk),Romani (Frankrike),romani (Francja),Romani (França),Rromani (Franța),цыганский (Франция),romaní de Francia,Romany (France),Romani (Frankrike),โรมานี (ฝรั่งเศส),Romany (France),Romany (France),romaní (França),romski (Francuska)
rmo,Romany (Germany),罗姆语（德国）,Romani (Duitsland),روماني (المانيا),Romanes (Sinti),Ρομανί (Γερμανία),romani (Saksa),Romani d'Allemagne,Romany (Germany),Romany (Germany),romski (Njemačka),romani (Németország),Romani (Jerman),Romani (Germania),ロマニー語（ドイツ）,집시어 (독일),Romani (Duitsland),Romani (Tyskland),romani (Niemcy),Romani (Alemanha),Rromani (Germania),цыганский (Германия),romaní de Alemania,Romany (Germany),Romani (Tyskland),โรมานี (เยอรมัน),Romani (Almanya),Romany (Germany),romaní (Alemanya),romski (Nemačka)
rmy-x-rmk,"Romany (Kalderash, Russia)",罗姆语（卡尔迪拉诗，俄罗斯）,"Romani (Kalderasj, Rusland)",روماني (كالديراش، روسيا),"Romani (Kalderasch, Russland)","Ρομανί (Καλντεράς, Ρωσία)","romani (kalderaš, Venäjä)",Romani kalderash de Russie,"Romany (Kalderash, Russia)","Romany (Kalderash, Russia)","romski (Kalderaši, Rusija)","romani (kalderás, Oroszország)","Romani (Kalderash, Rusia)","Romani (Kalderash, Russia)",ロマニー語（カルデラーシュ，ロシア）,집시어 (러시아 칼데라시),"Romani (Khelderāri, Rusland)","Romani (kalderash, Russland)","romani (kełderaski, Rosja)","Romani (Kalderash, Rússia)","Rromani (căldăresc, Rusia)","цыганский (котлярский, Россия)",romaní kalderash de Rusia,"Romany (Kalderash, Russia)","Romani (kelderash, Ryssland)","โรมานี (คาลเดราช, รัสเซีย)","Romani (Kalderaş, Rusya)","Romany (Kalderash, Russia)","romaní (kalderash, Rússia)","Romski (Kalderaški, Rusija)"
rmy-x-rvk,"Romany (Lovari, Chokeshi)",罗姆语（洛阿里语，乔克西）,"Romani (Lovari, Chokeshi)",روماني (لوفاري، تشوكيشي),"Romani (Lovari, Chokeshi)","Ρομανί (Λοβάρι, Τσοκέσι)","romani (lovari, chokeshi)",Romani lovari tchokechi,"Romany (Lovari, Chokeshi)","Romany (Lovari, Chokeshi)","romski (Lovari, Čokeši)","romani (lovári, csokesi)","Romani (Lovari, Chokeshi)","Romani (lovara, chokeshi)",ロマニー語（ロバリ，チョケシ）,"집시어 (로바리, 초크시)","Romani (Lovari, Chokeshi)","Romani (lovari, chokeshi)","romani (lowari, czokeszczi)","Romani (Lovari, Chokeshi)","Rromani (lovari, chokeshi)","цыганский (ловарский, чокещи)","romaní (lovari, chokeshi)","Romany (Lovari, Chokeshi)","Romani (Lovari, Chokeshi)","โรมานี (โลวารี, โชเกชี)","Romany (Lovari, Chokeshi)","Romany (Lovari, Chokeshi)","romaní (lovari, Chokeshi)","Romski (Lovari, Čokeši)"
rmy-x-lva,"Romany (Lovari, Hungary)",罗姆语（匈牙利洛阿里）,"Romani (Lovari, Hongarye)",الرومانية ( لوفاري، هنغاريا),"Romani (Lovari, Ungarn)","Ρομανί (Λοβάρι, Ουγγαρία)","romani (lovari, Unkari)",Romani lovari de Hongrie,Lovari,लोवारी,"romski (Lovari, Mađarska)","romani (lovári, Magyarország)","Romani (Lovari, Hungary)","Romani (lovara, Ungheria)",ロマニー語（ロバリ，ハンガリー）,집시어 (헝가리 로바리),"Romani (Lovari, Hongarije)","Romani (lovari, Ungarn)","romani (lowari, Węgry)","Romani (Lovari, Hungria)","Rromani (Lovari, Ungaria)","цыганский (ловарский, Венгрия)",romaní lovari de Hungría,Kilovari,"Romani (lovari, Ungern)",โรมานี (โลวารี ฮังการี),Lovari,"Romany (Lovari, Hungary)","romaní (lovari, Hongria)","romski (Lovari, Mađarska)"
rmn-x-rm,Romany (Macedonia),罗姆语（马其顿）,Romani (Masedonië),روماني (مقدونية),Romani (Mazedonien),Ρομανί (Βόρεια Μακεδονία),romani (Makedonia),Romani de Macédoine,Rómáinis (an Mhacadóin),रोमानी (मेसिडोनिया),romski (Makedonija),romani (Macedónia),Romani (Makedonia),Romani (Macedonia),ロマニー語（マケドニア）,집시어 (마케도니아),Romani (Macedonië),Romani (Makedonia),romani (Macedonia),Romani (Macedônia),Rromani (Macedonia),цыганский (Македония),romaní de Macedonia,Kiromany (cha Macedonia),Romani (Makedonien; latinsk skrift),โรมานี (มาซิโดเนีย),Romani (Makedonya),Romany (Macedonia),romaní (Macedònia),romski (Makedonija)
rmn-cyrl,Romany (Macedonia) Cyrillic,罗姆语（马其顿）西里尔字母,Romani (Masedonië; Cyrillies),روماني سيريلية (مقدونية),Romani (Mazedonien) Kyrillisch,Ρομανί (Βόρεια Μακεδονία) Κυριλλικό Αλφάβητο,romani (Makedonia) (kyrill.),Romani de Macédoine (cyrillique),Romany (Macedonia) Cyrillic,रोमानी (मेसिडोनियन)सिरिलीक,"romski (Makedonija, ćirilica)","romani (Macedónia, cirill betűs)",Romani (Makedonia) Cyrillic,Romani (Macedonia) caratteri cirillici,ロマニー語（マケドニア）キリル文字,집시어 (마케도니아) 키릴 문자,"Romani (Macedonië, cyrillisch)","Romani (Makedonia, kyrillisk skrift)",romani (Macedonia) (alfabet grażdanka),Romani (Macedônia) (cirílico),"Rromani (Macedonia, alfabet chirilic)","цыганский (Македония, кириллица)",romaní de Macedonia (alfabeto cirílico),Kisirili cha Kiromani (Macedonia),Romani (Makedonien; kyrillisk skrift),โรมานี (มาซิโดเนีย) ซีริลลิก,Romani (Makedonya) Kiril,Romany (Macedonia) Cyrillic,"romaní (Macedònia, alfabet ciríl·lic)",romski (Makedonija) ćirilično pismo
rmy-x-rck,Romany (Meçkar),罗姆语（meçkar）,Romani (Meçkar),روماني (ميسكار),Romani (Meçkar),Ρομανί (Μετσκάρ),romani (meçkar),Romani meçkar,Romany (Meçkar),Romany (Meçkar),romski (Mečkari),romani (mecskár),Romani (Meçkar),Romani (Meçkar),ロマニー語（メツカ）,집시어 (멕카르),Romani (Meçkar),Romani (meçkar),romani (Meczkarowie),Romani (Meçkar),Rromani (Meçkar),цыганский (мечкарский),romaní (meçkar),Romany (Meçkar),Romani (meçkar),โรมานี (เมกคาร์),Romany (Meçkar),Romany (Meçkar),romaní (meçkar),romski (mečkar)
rmy-x-rvc,Romany (Moldova) Cyrillic,罗姆语（摩尔多瓦，西里尔字母）,Romani (Moldowa; Cyrillies),روماني سيريلية (مولدوفا),Romani (Moldawien) Kyrillisch,Ρομανί (Μολδαβία) Κυριλλικό Αλφάβητο,romani (Moldova) (kyrill.),Romani de Moldavie (cyrillique),Romany (Moldova) Cyrillic,Romany (Moldova) Cyrillic,"romski (Moldavija, ćirilica)","romani (Moldova, cirill betűs)",Romani (Moldova) Sirilik,Romani (Moldova) caratteri cirillici,ロマニー語（モルドバ）キリル文字,집시어 (몰도바) 키릴 문자,"Romani (Moldavië, cyrillisch)","Romani (Moldova, kyrillisk skrift)",romani (Mołdawia) (alfabet grażdanka),Romani (Moldávia) (cirílico),"Rromani (Moldova, alfabet chirilic)","цыганский (Молдова, кириллица)",romaní de Moldavia (alfabeto cirílico),Romany (Moldova) Cyrillic,Romani (Moldavien; kyrillisk skrift),โรมานี (มอลโดวา) ซีริลลิก,Romany (Moldova) Cyrillic,Romany (Moldova) Cyrillic,"romaní (Moldàvia, alfabet ciríl·lic)",Romski (Moldavija) ćirilica
rmn-x-rmn,Romany (Northern Greece),罗姆语（希腊北部）,Romani (Noord-Griekeland),روماني (شمال اليونان),Romani (Nordgriechenland),Ρομανί (Βόρεια Ελλάδα),romani (Pohjois-Kreikka),Romani du nord de la Grèce,Romany (Tuaisceart na Gréige),रोमानी (उत्तरी ग्रीस),romski (sjeverna Grčka),romani (Észak-Görögország),Romani (Yunani Utara),Romani (Grecia settentrionale),ロマニー語（ギリシャ北部）,집시어 (북부 그리스),Romani (Noord-Griekenland),Romani (Nord-Hellas),romani (północna Grecja),Romani (norte da Grécia),Rromani (nordul Greciei),цыганский (северная Греция),romaní del norte de Grecia,Kiromany (cha Kaskazini mwa Ugiriki),Romani (norra Grekland),โรมานี (กรีซภาคเหนือ),Romanca (Kuzey Yunanistan),Romany (Northern Greece),romaní (nord de Grècia),romski (severna Grčka)
