id	kanji	kana	translation
66979	逐年	ちくねん	逐年，年年
66980	逐日	ちくじつ	逐日，按日，一天天地，每日
66981	逐条	ちくじょう	逐条，逐项
66982	逐次	ちくじ	逐次，依次，逐步，按照次序
66983	逐次反応	ちくじはんのう	连串反应
66984	逐語	ちくご	逐字逐句
66985	逐語訳	ちくごやく	直译，逐字翻译
66986	逐電	ちくでん	逃跑，潜逃，逃之夭夭
66987	逐鹿	ちくろく	逐鹿，争夺政权，竞选
66988	逓信	ていしん	通信，邮电
66989	逓増	ていぞう	递增
66990	逓減	ていげん	递减
66991	途	と	路，道路，途，途中
66992	途上	とじょう	道上，路上，中途
66993	途中	とちゅう	途中，路上，中途
66994	途方	とほう	方法，手段，条理，道理
66995	途次	とじ	途中
66996	途端	とたん	正当～～时候，刚一～～时候，一～～就～～
66997	途絶	とぜつ	杜绝，断绝，停止
66998	途絶える	とだえる	断绝，杜绝，中断
66999	逗留	とうりゅう	逗留，暂时停留，暂住
67000	這いずる	はいずる	爬着走，匍匐向前
67001	這い上がる	はいあがる	爬上，往上爬
67002	這い出す	はいだす	爬出来，开始爬
67003	這い出る	はいでる	爬出
67004	這い登る	はいのぼる	往上爬，爬上去
67005	這い纏わる	はいまつわる	攀缠，攀绕
67006	這い蹲う	はいつくばう	匍匐，拜倒在地
67007	這い這い	はいはい	爬
67008	這う	はう	爬，攀援，爬，趴
67009	這般	しゃはん	这般，这等，这些，这次
67010	這這	ほうほう	连爬带滚，慌慌张张，仓皇失措，狼狈不堪
67011	通	つう	"封，件，份，纸

精通，内行，在行，行家"
67012	通い	かよい	往来，经常来往，通勤
67013	通い帳	かよいちょう	记帐本，折子，存折
67014	通い路	かよいじ	通路，途径
67015	通う	かよう	往来，来往，通行，上学
67016	通がる	つうがる	卖弄自己是内行，假充行家，假装精通
67017	通し	とおし	让进来，直达，连贯，简单小吃
67018	通し	どおし	一直～～
67019	通して	とおして	通过，连续，接连
67020	通し切符	とおしきっぷ	通票，联运票，通用几场的戏票
67021	通し柱	とおしばしら	通天柱
67022	通し狂言	とおしきょうげん	成本大套的戏
67023	通し番号	とおしばんごう	连续的号码
67024	通し矢	とおしや	连射远靶，射箭比武
67025	通し船荷証券	とおしふなにしょうけん	联运证书，联运提货单
67026	通し馬	とおしうま	不换马
67027	通じ	つうじ	大便，排泄，理解，反应
67028	通じて	つうじて	总的说来，一般地，总计起来，总共
67029	通じる	つうじる	通，通到，通往，通晓
67030	通す	とおす	"穿过，穿通，贯通，渗透

连续，一贯，一直，到底"
67031	通せんぼう	とうせんぼう	张开两手挡住行人，走不过去，停止通行
67032	通らせる	とおらせる	使通过，让路
67033	通り	とおり	"大街，马路，来往，通行

种类，种，套，组"
67034	通り	どおり	原样，同样，照～～样，程度
67035	通りかかる	とおりかかる	恰巧路过
67036	通りがかり	とおりがかり	路过，过路，顺便
67037	通りがけ	とおりがけ	路过顺便
67038	通りすがり	とおりすがり	路过
67039	通り一遍	とおりいっぺん	偶然路过，泛泛，肤浅
67040	通り値	とおりね	一般公认的价钱
67041	通り合わせる	とおりあわせる	恰巧路过，偶然路过
67042	通り名	とおりな	通称
67043	通り手形	とおりてがた	通行证，路条
67044	通り抜け	とおりぬけ	穿过去
67045	通り抜ける	とおりぬける	穿过
67046	通り相場	とおりそうば	公认的行市，一般的价钱，公认，一般评价
67047	通り言葉	とおりことば	一般通用的话，行话
67048	通り越す	とおりこす	走过，越过，通过，渡过
67049	通り過ぎる	とおりすぎる	走过，越过
67050	通り雨	とおりあめ	小阵雨，骤雨，过云雨
67051	通り魔	とおりま	过路的妖魔，神出鬼没的歹徒
67052	通る	とおる	通过，走过，穿过，通
67053	通わす	かよわす	使往来，通，使走读，通上，使流通
67054	通交	つうこう	互通友好，通好
67055	通人	つうじん	博闻多识的人，专家，行家，深通世故的人
67056	通例	つうれい	通例，常例，惯例，照例
67057	通俗	つうぞく	通俗，易懂，庸俗
67058	通俗化	つうぞくか	通俗化，庸俗化
67059	通俗的	つうぞくてき	通俗的，庸俗的
67060	通信	つうしん	通信，通音信，通信息，电讯
67061	通信事務	つうしんじむ	通讯工作
67062	通信事業	つうしんじぎょう	通讯事业，报道事业
67063	通信員	つうしんいん	通讯员，通讯记者
67064	通信器材	つうしんきざい	电讯器具
67065	通信士	つうしんし	报务员，无线电操作员，电讯员
67066	通信弾	つうしんだん	信号弹
67067	通信教育	つうしんきょういく	捠怣島嵗 [偮偆偟傫偙偆偞]  ///   函授讲座
67068	通信施設	つうしんしせつ	通讯设备
67069	通信機関	つうしんきかん	通讯部门
67070	通信社	つうしんしゃ	通讯社
67071	通信筒	つうしんとう	通讯筒
67072	通信簿	つうしんぼ	成绩册
67073	通信網	つうしんもう	通讯网，通信联络网
67074	通信線	つうしんせん	通信线路
67075	通信衛星	つうしんえいせい	通讯卫星
67076	通信販売	つうしんはんばい	函售
67077	通分	つうぶん	通分
67078	通利	つうり	导泻，通便
67079	通則	つうそく	一般的规则，通用的规则，总则
67080	通力	つうりき	神通，神通广大
67081	通勤	つうきん	上下班，通勤
67082	通史	つうし	通史
67083	通告	つうこく	通告，通知
67084	通商	つうしょう	通商，贸易
67085	通商産業省	つうしょうさんぎょうしょう	通商产业省
67086	通嚢	つうのう	小囊，椭圆囊，前列腺囊
67087	通報	つうほう	通报，通知
67088	通夜	つうや	通宵，彻夜
67089	通夜	つや	灵前守夜，坐夜，彻夜祈祷
67090	通好	つうこう	互通友好，通好
67091	通学	つうがく	走读，通学，上学
67092	通宝	つうほう	通宝，通货，货币
67093	通尿器	つうにょうき	导尿管，导尿器
67094	通巻	つうかん	总卷数
67095	通帳	つうちょう	折子
67096	通常	つうじょう	通常，平常，普通，一般
67097	通常兵器	つうじょうへいき	常规武器
67098	通常国会	つうじょうこっかい	日本国会的定期常会
67099	通年	つうねん	一整年，全年
67100	通廊	つうろう	走廊
67101	通弊	つうへい	通病
67102	通式	つうしき	一般通用的方式
67103	通径	つうけい	正焦弦
67104	通念	つうねん	普通的想法，一般的想法
67105	通性	つうせい	通性，共性，通性
67106	通日	つうじつ	总日数
67107	通時言語学	つうじげんごがく	历时语言学
67108	通暁	つうぎょう	精通，通晓，通宵达旦，彻夜
67109	通有	つうゆう	共有，共同
67110	通比	つうひ	公比
67111	通気	つうき	通空气，通风
67112	通気力	つうきりょく	通风力，通风压力
67113	通気圧	つうきあつ	通气压力，通风压力
67114	通気性	つうきせい	通气性
67115	通気組織	つうきそしき	通气组织
67116	通水	つうすい	疏水，灌水，流水，流通
67117	通法	つうほう	一般通用的法规，简化，化为同名数
67118	通波器	つうはき	接收器，带通电路
67119	通洞	つうどう	平峒
67120	通牒	つうちょう	通牒，通告，训令
67121	通用	つうよう	通用，通行，兼用，两用
67122	通用口	つうようぐち	常走的小门，便门
67123	通知	つうち	通知，告知
67124	通称	つうしょう	俗称，通称，一般通用的称呼
67125	通算	つうさん	通计，总计
67126	通約	つうやく	通约，约分
67127	通索	つうさく	游动绞辘，通索
67128	通経	つうけい	通经，通经血
67129	通義	つうぎ	一般通行的道理，公论，通常的解释
67130	通航	つうこう	通航，航行
67131	通船	つうせん	联络船，驳船，来往的船只，通航的船只
67132	通行	つうこう	通行，往来，一般通用，广泛流传
67133	通行券	つうこうけん	通行证，护照
67134	通行料	つうこうりょう	通行费
67135	通行権	つうこうけん	通行权，通过权
67136	通行止め	つうこうどめ	禁止通行
67137	通行税	つうこうぜい	通行税，交通税
67138	通覧	つうらん	综观，通盘看，普遍观察，通读
67139	通観	つうかん	通观，全面观察
67140	通解	つうかい	全面解释
67141	通計	つうけい	总计，共计，合计
67142	通訳	つうやく	翻译，口译，译员
67143	通話	つうわ	通话
67144	通説	つうせつ	一般的说法，共同的论调
67145	通読	つうどく	通读
67146	通論	つうろん	公论，一般的定论，通论，概论
67147	通謀	つうぼう	共同策划，同谋，共谋
67148	通貨	つうか	通货，货币
67149	通路	つうろ	道路，通行路，人行道
67150	通運	つううん	运送，运输，搬运
67151	通過	つうか	通过，经过，驶过不停，通过
67152	通過税	つうかぜい	过境税
67153	通過貨物	つうかかもつ	过境货物
67154	通過貿易	つうかぼうえき	转口贸易
67155	通過駅	つうかえき	不停的车站，经由车站
67156	通道組織	つうどうそしき	通导组织
67157	通達	つうたつ	通知，通告，传达，下达
67158	通釈	つうしゃく	通解，全面解释
67159	通門証	つうもんしょう	门证，出入证
67160	通関	つうかん	通过海关，报关，结关
67161	通院	つういん	到医院去
67162	通電	つうでん	通上电流
67163	通韻	つういん	通韵
67164	通風	つうふう	通风，换气
67165	逝く	いく	逝世，死去，一去不复返
67166	逝去	せいきょ	逝世，去世
67167	逞しい	たくましい	健壮，强壮，魁梧，旺盛
67168	逞しゅうする	たくましゅうする	任意而为
67169	速い	はやい	快，迅速，早，急
67170	速さ	はやさ	速度
67171	速まる	はやまる	提早，提前，忙中出错，着急误事
67172	速める	はやめる	加快，加速，提前
67173	速やか	すみやか	快，迅速，及时
67174	速乾	そっかん	速干，快干
67175	速修	そくしゅう	速成
67176	速写	そくしゃ	快照，快镜拍摄，迅速拍照，速写
67177	速力	そくりょく	速度，速率
67178	速効	そっこう	速效
67179	速報	そくほう	速报，快报，简短的新闻报道
67180	速射	そくしゃ	快速射击，速射
67181	速度	そくど	速度
67182	速度制限	そくどせいげん	速度限制，速度极限
67183	速度計	そくどけい	示速器，速度计，速度指示器
67184	速急	そっきゅう	急速
67185	速成	そくせい	速成
67186	速戦即決	そくせんそっけつ	速战速决
67187	速攻	そっこう	速攻，快攻
67188	速断	そくだん	从速决定，从速判断，轻率的判断
67189	速歩	そくほ	小跑，驾马小跑，骑马小跑
67190	速決	そっけつ	速决，迅速决定
67191	速球	そっきゅう	快球
67192	速筆	そくひつ	笔快，写得快
67193	速答	そくとう	速答，快答
67194	速算	そくさん	快算
67195	速記	そっき	速记，笔记，速记
67196	速読	そくどく	速读，快读
67197	速達	そくたつ	快信，快件，速寄
67198	造り	つくり	构造，结构，样式，身材
67199	造り	づくり	作的，制作，栽培，种植
67200	造り上げる	つくりあげる	造成，做完，伪造，虚构
67201	造り主	つくりぬし	造物主，创世主，制造者
67202	造り出す	つくりだす	开始做，做起来，制造出来，生产出来
67203	造り庭	つくりにわ	人工庭园
67204	造り花	つくりばな	人造花，假花，纸花，绢花
67205	造り酒屋	つくりざかや	大酒铺，酿酒厂，造酒厂
67206	造る	つくる	创造，建造，建筑，修
67207	造作	ぞうさ	费事，麻烦，款待，招待
67208	造作	ぞうさく	修建，盖，室内的装修，固定装置
67209	造作ない	ぞうさない	容易，简单，不费事
67210	造兵	ぞうへい	制造兵器
67211	造化	ぞうか	造化，造物主，天地万物，宇宙
67212	造反	ぞうはん	造反
67213	造営	ぞうえい	营造，兴建
67214	造嚢器	ぞうのうき	产囊体
67215	造園	ぞうえん	营造庭园
67216	造塩元素	ぞうえんげんそ	卤素
67217	造山運動	ぞうざんうんどう	造山运动，造山作用
67218	造幣	ぞうへい	造币
67219	造形	ぞうけい	造型
67220	造影剤	ぞうえいざい	造影剂
