word,phonetic,translation
reclaim,ri'kleim,"vt. 开垦, 改造, 感化, 纠正, 回收\nvi. 喊叫, 抗议"
reclaimed,,"a. 回收的, 再生的；翻造的"
reclaiming,rɪ'kleɪmɪŋ,v. 开拓( reclaim的现在分词 ); 要求收回; 从废料中回收（有用的材料）; 挽救
reclamation,.reklә'meiʃәn,"n. 开垦, 教化\n[经] 经济上的复原再造"
reclassification,ri:.klæsifi'keiʃәn,n. 重新分类；再次分级
reclassify,'ri:'klæsifai,[经] 三级分类
recline,ri'klain,"vt. 使斜靠\nvi. 靠, 斜倚, 依赖"
recliner,ri'klainә,n. 躺椅
reclining,rɪˈklaɪnɪŋ,"v. 斜倚, 倚靠, 躺卧( recline的现在分词 )"
recluse,ri'klu:s,"a. 隐遁的, 偏僻的\nn. 隐遁者, 遁世者"
reclusive,ri'klu:siv,"a. 隐遁的, 隐居的"
recode,'ri:'kәud,vi. 重新编码
recognisable,,a. 可辨认的；可认识的；可承认的（=recognizable）
recognised,,v. 承认；认出；辨别（recognise的过去分词）\na. 认可的
recognition,.rekәg'niʃәn,"n. 赞誉, 认得, 识别, 承认, 认可, 认识\n[电] 认识"
recognizable,'rekәgnaizәbl,"a. 可认识的, 可承认的, 可识别的\n[法] 可被认出的, 可辩认的, 可被承认的"
recognizably,ˌrekəɡ'naɪzəblɪ,"adv. 可被认识地, 可辨别地"
recognizance,ri'kɒgnizәns,"n. 具结, 保证书, 保证金, 保释金\n[经] 保证, 保释金"
recognize,'rekәgnaiz,"vt. 认出, 认可, 承认, 公认, 识别, 赏识\nvi. 承认, 具结"
recognized,,a. 经过验证的；公认的
recoil,ri'kɒil,"n. 畏缩, 后退, 弹回, 反作用, 后坐力\nvi. 退却, 畏缩, 弹回, 撤退, 反冲, 报应"
recoilless,ri'kɔillis,a. 无后坐力的
recollect,.rekә'lekt,"vt. 回忆, 回想, 忆起\nvi. 回忆"
recollected,",rekә'lektid","a. 镇静的, 镇定的, 回忆到的"
recollection,.rekә'lekʃәn,"n. 记忆, 回想, 回忆"
recolonization,",ri:kɔlәnai'zeiʃәn; -ni'z-","n. 开拓殖民地, 再度移民"
recolonize,ri:'kɔlәnaiz,"v. 开拓殖民地, 再度移民到..."
recombinant,ri'kɔmbinәnt,"n. 重组, 重组物"
recombination,'ri:kɔmbi'neiʃәn,"n. 再组合.重组合, 复合, 再化合\n[计] 复合的"
recombine,.ri:kәm'bain,"vt. 再结合, 重组"
recommence,.ri:kә'mens,v. (使)重新开始
recommend,.rekә'mend,"vt. 推荐, 介绍, 劝告, 使受欢迎, 托付\n[经] 建议, 推荐"
recommendation,.rekәmen'deiʃәn,"n. 推荐, 介绍, 推荐信, 劝告\n[经] 建议书"
recommended,,a. 被推荐的
recommit,.ri:kә'mit,"vt. 把...再委托, 再犯\n[法] 再委托, 重提, 再犯"
recommitment,,"[法] 再委托, 重提, 再犯"
recompense,'rekәmpens,"n. 报偿, 酬金, 赔偿\nvt. 报偿, 赔偿, 报酬"
recomposition,.ri:kɒmpә'ziʃәn,"n. 改写, 改编, 重排\n[医] 再构成, 重组成"
recon,'ri:kɒn,"n. 侦察, 交换子\n[计] 追溯转换"
reconceptualization,rekənseptjʊəlaɪzeɪnʃ, [医]再概念化
reconcilable,'rekәnsailәbl,"a. 可和解的, 可调和的, 能取得一致的\n[法] 可调解的, 可和解的, 可调停的"
reconcile,'rekәnsail,"vt. 使和解, 调停, 使和谐, 使一致, 使听从\n[经] 对帐, 使一致"
reconciled,'rekənsaɪld,v. 使和好( reconcile的过去式和过去分词 ); 和解; 使一致; 使和谐
reconciliation,",rekәnsili'eiʃәn","n. 和解, 和好, 复交, 调解, 调停, 和谐, 一致, 甘愿, 顺从\n[经] (银行往来)调节, 调和, 一致"
recondite,'rekәndait,"a. 深奥的, 难解的, 隐藏的"
recondition,.ri:kәn'diʃәn,"vt. 修理, 修复\n[经] 修理, 检修, 改善"
reconditioned,ˌri:kənˈdɪʃənd,"v. 修理, 修复, 修补翻新( recondition的过去式和过去分词 )"
reconfigurable,,[计] 可重构的
reconfiguration,'ri:kәnfi^ju'reiʃәn,[计] 重新配置
reconfigure,.ri:kәn'fiɡә. -ɡjuә,vt. 重新配置
reconfigured,riːkən'fɪgə,vt. 重新配置
reconfirm,.ri:kәn'fә:n,"vt. 再证实, 再确认\n[法] 重新证实, 重行批准, 重新确认"
reconfirmation,",ri:kɔnfә'meiʃәn","[法] 重新确认, 重新证实"
reconnaissance,ri'kɒnisәns,"n. 侦察, 勘察队\n[电] 勘查"
reconnect,.ri:kә'nekt,vt. 使再接合
reconnection,'ri:kә'nekʃәn,"[计] 重新接人, 重新连接"
reconnoiter,.rekә'nɔitә. .ri:-,"vt. 侦察, 勘查"
reconquer,'ri:'kɔŋkә,"vt. 再征服, 夺回"
reconsider,.ri:kәn'sidә,"v. 再考虑, 重新考虑"
reconsideration,,"n. 再考虑, 再审查, 再议"
reconstitute,.ri:'kɒnstitju:t,"vt. 重新组成, 重新设立\n[法] 重新构成, 重新组成, 重新设立"
reconstituted,",ri:'kɔnstitju:tid","a. 再造的, 再生的"
reconstitution,ˌri:ˌkɒnstɪ'tju:ʃn,"n. 重新组建, 重新构建"
reconstruct,.ri:kәns'trʌkt,"vt. 重建, 改造\n[化] 按原样修复"
reconstructed,",ri:kәn'strʌktid","a. 重建的, 改造的"
reconstruction,.ri:kәn'strʌkʃәn,"n. 改造, 再建\n[医] 改建, 改造, 翻造"
reconstructionist,,"a. , n. Reconstructionism的变形"
reconstructive,.ri:kәn'strʌktiv,"a. 再建的, 改造的"
recontextualization,, 语境重构
reconvene,.ri:kәn'vi:n,vi. 再聚会；再集会
reconversion,.ri:kәn'vә:ʃәn,"n. 再转变, 恢复信仰, 复原\n[经] 恢复重建"
reconvert,.ri:kәn'vә:t,"v. (使)再转变, (使)恢复信仰, (使)恢复故态"
recopy,ri:kɔpi,"v. 再抄写, 再复制"
record,ri'kɒ:d,"n. 记录, 履历, 档案, 审判记录, 最高纪录, 唱片\nvt. 记录, 记载, 标明, 将...录音\nvi. 记录, 录音, 可被录音\na. 创纪录的\n[计] 录制, 记录"
recordable,ri'kɔ:dәbl,"a. 可记录的, 可录音的, 适于记录的, 适于录音的"
recorded,,a. 记录的
recorder,ri'kɒ:dә,"n. 记录员, 录音机\nn. 记录器\n[计] 宏录制器, 记录器"
recording,ri'kɒ:diŋ,"a. 记录的, 记录用的\nn. 录音"
recordist,ri'kɒ:dist,n. 录音师
recount,ri'kaunt,"vt. 详述, 叙述, 重新计算\nn. 重新计算"
recounted,rɪˈkaʊntid,"v. 详细叙述某事, 讲述某事( recount的过去式和过去分词 ); 重新计算"
recounting,rɪˈkaʊntɪŋ,"v. 详细叙述某事, 讲述某事( recount的现在分词 ); 重新计算"
recoup,ri'ku:p,"vt. 偿还, 赔偿, 补偿, 扣除\nvi. 补偿损失"
recoupment,,"[经] 赔偿, 补偿, 偿还"
recourse,ri'kɒ:s,"n. 求援, 求助, 追索权\n[经] 追索权"
recover,ri'kʌvә,"vt. 重新获得, 恢复, 复原, 拯救\nvi. 痊愈, 复原, 胜诉\n[计] 恢复"
recoverable,ri'kʌvәrәbl,"a. 可回复的, 可痊愈的, 可收回的\n[经] 可收回的, 可补偿的"
recovered,,v. 重新获得；恢复（recover的过去分词）
recovery,ri'kʌvәri,"n. 恢复, 复原, 痊愈, 重获\n[计] 恢复"
recreation,.rekri'eiʃәn,"n. 娱乐, 消遣, 休息, 再创造\n[医] 娱乐, 休养"
recreational,.rekri'eiʃәnәl,"a. 消遣的, 娱乐的"
recrimination,ri.krimi'neiʃәn,"n. 反责, 反唇相讥\n[法] 反诉, 反控, 反责"
recrudescence,.ri:kru:'desns,"n. 复发, 再发作, 再爆发\n[医] [短期后]复发(几日或几星期后)"
recruit,ri'kru:t,"n. 新兵, 新手, 新会员, 补给品\nvt. 恢复, 补充, 充实, 征募\nvi. 征募新兵, 复原, 得到补充"
recruiter,ri'kru:tә,"n. 招聘人员, 征兵人员"
recruiting,riˈkru:tɪŋ,v. 招聘( recruit的现在分词 ); 吸收某人为新成员; 动员…（提供帮助）; 雇用
recruitment,ri'kru:tmәnt,"n. 新兵征召\n[医] 募集[反应], 募集[现象](生理), 复聪(耳科)"
rectal,'rektl,a. 直肠的\n[医] 直肠的
rectangle,'rektæŋgl,"n. 长方形, 矩形\n[化] 矩形"
rectangular,rek'tæŋgjulә,a. 成直角的\n[化] 矩形的
rectification,.rektifi'keiʃәn,"n. 改正, 矫正, 整流\n[化] 精馏"
rectifier,'rektifaiә,"n. 改正者, 矫正者, 整流器\n[化] 整流器; 精馏器"
rectify,'rektifai,"vt. 订正, 矫正, 改正, 调正, 校正, 精馏, 整流\n[化] 精馏"
rectilinear,,[电] 成直线
rectitude,'rektitju:d,"n. 正直, 纯正, 正确\n[法] 公正, 正直, 严正"
recto,'rektәu,"n. 右页, (纸的)正面"
rector,'rektә,"n. 教区长, 校长, 院长"
rectory,'rektәri,n. 教区长的住所
rectum,'rektәm,"n. 直肠\n[医] 直肠, 背侧肛(动物)"
rectus,'rektәs,"[医] 直的, 直肌"
recumbent,ri'kʌmbәnt,"a. 斜靠着的, 躺着的, 不活泼的, 休息着的\n[医] 斜卧的, 躺着的"
recuperate,ri'kju:pәreit,"vt. 恢复, 使复原, 使恢复健康, 使恢复精神\nvi. 复原, 恢复健康, 挽回损失"
recuperation,ri.kju:pә'reiʃәn,"n. 恢复\n[医] 复原, 恢复"
recuperative,ri'kju:pәreitiv,"a. 恢复的, 有恢复力的\n[医] 复原的, 恢复的"
recur,ri'kә:,"vi. 复发, 回到, 重现, 再来, 诉诸, 采用, 循环"
recurrence,ri'kʌrәns,"n. 再现, 再发生, 反复, 循环\n[医] 复发, 再发"
recurrent,ri'kʌrәnt,"a. 再发生的, 定期重复的, 循环的\n[医] 复发的, 再发的, 回归的"
recurrently,rɪ'kʌrəntlɪ, 时作时辍
recurring,,"[计] 循环的\n[医] 复发的, 再发的"
recursion,ri'kә:ʃәn,[计] 递归; 循环
recursive,ri'kә:siv,"a. 循环的, 递归的\n[计] 循环的; 递归的"
recusal,ri'kju:zәl,"n. [律]宣布不合格,取消资格"
recuse,ri'kju:z,要求撤换
recyclability,,[电] 再循环能力
recyclable,ˌri:ˈsaɪkləbl,a. 可循环再用的
recycle,.ri:'saikl,"vt. 使再循环, 重新利用, 再制\nn. 再循环"
recycled,ˌri:ˈsaikld,v. 回收利用( recycle的过去式和过去分词 ); 再利用; 再次应用; 重新使用（概念、方法、玩笑等）
recycler,,"[计] 再循环器, 反复循环器"
recycling,,[电] 再循环
red,red,"a. 红的, 红色的, 红肿的, 流血的\nn. 红色, 红颜料, 赤字\n[计] 简化, 减少"
redacted,, [电影]波湾阴谋; 编译
redaction,ri'dækʃәn,"n. 编辑, 校订本, 修订"
redbird,'redbә:d,n. 红雀
redbone,'redbәjn,n. 美洲赤狗(一种常用以捕捉浣熊的猎犬)
redbud,'redbʌd,"n. 紫荆, 美国紫荆"
redcoat,'redkәut,a. 英国军人
redd,red,"整顿, 弄整洁"
redden,'redn,"vi. 变红, 脸红\nvt. 使变红"
reddened,ˈrednd,v. （使）变红( redden的过去式和过去分词 ); （由于羞愧、愤怒、天气热等）脸变红
reddening,'rednɪŋ,v. （使）变红( redden的现在分词 ); （由于羞愧、愤怒、天气热等）脸变红
reddish,'rediʃ,"a. 微红的, 略带红色的"
redecorate,'ri:'dekәreit,vt.vi. 重新装饰
redecoration,ˌri:ˌdekə'reɪʃn,"n. 重新装饰, 再装饰（装修）"
redeem,ri'di:m,"vt. 赎回, 挽回, 恢复, 偿还, 补偿\n[经] 履行(契约), 买回, 赎回"
redeemable,ri'di:mәbl,"a. 可赎回的, 可挽救的, 可偿还的\n[经] 可赎回的, 可换成现款的"
redeemed,,n. 债券收徊溢价
redeemer,ri'di:mә,"n. 买回者, 赎当者, 赎身者, 救世主\n[法] 赎买者, 履行者, 偿还者"
redeeming,ri'di:miŋ,"a. 补偿的, 可弥补的"
redefine,.ri:di'fain,vt. 重新定义\n[计] 重新定义
redefined,'ri:dɪ'faɪnd,v. 重新定义( redefine的过去式和过去分词 )
redefining,,v. 给…重新下定义（redefine的ing形式）
redefinition,.ri:defi'niʃәn,n. 重新定义
redemption,ri'dempʃәn,"n. 赎回, 赎身, 偿还, 拯救\n[经] 偿还, 买回, 赎回"
redemptive,ri'demptiv,"a. 赎回的, 救世的, 赎身的"
redeploy,.ri:di'plɒi,"vt. 调动, 调换, 重新部署\nvi. 重新部署"
redeployment,ˌri:dɪ'plɔɪmənt,"n. 调动, 调配, 重新布署"
redescription,",ri:di'skripʃәn","n. 重新描写,重新描述, (生物分类单元的) 完备新描述"
redesign,",ri:di'zain",[化] 重新设计
redesigned,ˌri:diˈzaind,"a. 修订的, 重建的, 重新设计的\nv. 重新设计( redesign的过去式和过去分词 )"
redevelop,",ri:di'velәp","v. 恢复(促进)经济发展, 重点恢复"
redevelopment,,n. 再开发；重点恢复
redfish,'redfiʃ,n. 鲑鱼
redhead,'redhed,n. 红发的人
redial,ˈri:daɪəl, [计][NT]重拨
redirect,.ri:di'rekt,"vt. 重新寄送, 使改道, 使改方向\n[计] 重定向, 重新引导"
redirected,ˌri:dɪˈrektid,"v. （以新的方式或目的）重新使用( redirect的过去式和过去分词 ); 改寄, 改变投递方向"
redirection,.ri:di'rekʃәn,n. 更改收信人地址\n[计] 重定向
rediscover,.ri:dis'kʌvә,vt. 重新发现
rediscovered,ri:dɪs'kʌvəd,v. 再次（重新）发现( rediscover的过去式和过去分词 )
rediscovery,.ri:dis'kʌvәri,n. 重新发现
redistribute,.ri:di'stribjut,"vt. 重新分配, 再分发\n[经] 再分配, 重新分配"
redistribution,'ri:distri'bju:ʃәn,"n. 重新分配, 再分发\n[计] 重新分配"
redistributional,,a. redistribute的变形
redistributive,ˌri:dɪ'strɪbjətɪv, 重新分配的
redistricting,'ri:'distriktiŋ,[美]重划学区
redivide,.ri:di'vaid,vt. 再划分
redline,'redlain,"vi.对某社团进行经济歧视, 按安全飞行速度驾驶飞机\nvt.<美>(用红线)划去, 取消, 排除, 歧视"
redly,'redlɪ,"adv. 带红色, 发红光"
redneck,'rednek,n. 红脖子（指美国南方保守的露天劳动者）；乡下人
redness,'rednis,"n. 红, 红色"
redolence,'redәjlәns,"n. 芬芳, 香味,香气"
redolent,'redәulәnt,"a. 芬芳的, 有...香味的, 令人想起...的"
redouble,ri'dʌbl,"vi.vt. (使)加倍, (使)增强, 倍增, 加强, (使)大量增加\nvt. 重复, 再做, 再说\nvi. 重折, 重迭\n[计] 重复, 再作, 加强"
redoubled,ri:ˈdʌbəld,"v. 进一步加强, 大大增加( redouble的过去式和过去分词 ); 再加倍, 翻两番"
redoubt,ri'daut,"n. 多面堡, 防御阵地"
redoubtable,ri'dautәbl,"a. 可怕的, 厉害的, 可敬的"
redound,ri'daund,"vi. 被累加, 有助于, 报偿\n[经] 增加(信誉,利益等)"
redox,ri'dɒks,n. 氧化还原作用\n[化] 氧化还原; 氧化还原作用
redraft,.ri:'dræft,"n. 改写稿, 再起草, 新汇票\nvt. 改写, 重新起草"
redraw,.ri:'drɒ:,vt. 重画\nvi. 刷新屏幕\n[计] 刷新屏幕
redrawing,,[化] 重拉伸
redress,ri'dres,"n. 赔偿, 补救, 矫正\nvt. 纠正, 赔偿, 救济"
redshift,'redʃɪft,"n. （天体）红移, 红向移动"
redshifted,"'red,ʃift","n. [天文学]红移[亦作red shift,参较cosmological redshift, doppler effect, gravitational redshift]"
redshirt,red'ʃɜ:t, [体]大学生选手
reduce,ri'dju:s,"vt. 减少, 分解, 降低, 使衰退, 把...分解, 把...归纳\nvi. 减少, 减肥, 缩小\n[计] 缩小"
reduced,ri'dju:st,a. 减少的；简化的；缩减的
reducer,ri'dju:sә,"n. 渐缩管, 缩减者, 还原剂\n[化] 变径段; 变径管; 异径管; 大小头; 还原剂; 减速器; 减振器; 节流器"
reducible,ri'dju:sәbl,"a. 可缩小的, 可降低的\n[医] 可复位的, 可还原的"
reducing,ri'dju:siŋ,"n. 减低；减轻体重法, 减肥法"
reductase,ri'dʌkteis,n. 还原酶\n[化] 还原酶
reduction,ri'dʌkʃәn,"n. 减少, 缩影, 变化\n[化] 还原"
reductionism,ri'dʌkʃәnizm,n. 简化论
reductionistic,,还原论\n简化论\n还原论者
reductive,ri'dʌktiv,"a. 减少的, 还原论的\nn. 还原剂"
redundancy,ri'dʌndәnsi,"n. 过多, 冗长, 累赘, 多余, 冗余位, 冗余度, 冗余码, 多余信息\n[计] 冗余"
redundant,ri'dʌndәnt,"a. 多余的, 过多的, 冗长的\n[医] 过多的, 多余的"
redundantly,rɪ'dʌndəntlɪ,"adv. 多余地, 冗余地"
redware,'redweә(r),[化] 紫砂
redwood,'redwud,"n. (美国)红杉, 红树"
reed,ri:d,"n. 芦苇, 芦笛, 簧舌, 纤弱的人\nvt. 用芦苇盖, 用小凸嵌线装饰"
reedy,'ri:di,"a. 芦苇丛生的, 芦苇做的, 芦苇状的"
reef,ri:f,"n. 暗礁, 礁, 缩帆\nv. 缩(帆)"
reefer,'ri:fә(r),"n. 女式紧身双排上衣, (非正式)大麻卷烟, 冰箱, 冷藏室, 冷藏船, 冷藏车"
reek,ri:k,"n. 烟, 水蒸气, 臭气散发\nvi. 冒烟, 发臭气, 散发\nvt. 用烟熏, 散发"
reeking,'rɪkɪŋ,v. 发出浓烈的臭气( reek的现在分词 ); 散发臭气; 发出难闻的气味 (of sth); 明显带有（令人不快或生疑的跡象）
reel,ri:l,"n. 卷轴, 一卷, 纺车, 旋转, 蹒跚\nvt. 卷...于轴上, 绕, 使旋转\nvi. 蹒跚地走, 旋转, 眩晕, 摇晃, 退缩\n[计] 卷; 盘"
reeling,'ri:liŋ,n. 卷取；摇纱；矫直；轧管机均整
reengineering,rɪ'endʒɪnɪərɪŋ, 业务流程再设计
reestablishment,,"[法] 使复位, 使复职, 恢复"
ref,ref,"n. 裁判员\n[计] 参考, 外部文件报告"
refashion,.ri:'fæʃәn,"vt. 再做, 重制\n[经] 再做, 重制"
refashioning,ˈri:fæʃənɪŋ,"v. 再做, 重制( refashion的现在分词 )"
refectory,ri'fektәri,n. 餐厅
refer,ri'fә:,"vt. 提交, 归诸于, 把...提交, 使求助于\nvi. 提到, 涉及, 查阅, 查询, 咨询"
referee,.refә'ri:,"n. 仲裁人, 调解人, 裁判员\nv. 仲裁, 裁判"
refereed,,vi. 担任裁判（referee的过去式与过去分词形式）
refereeing,," [计]仲裁, 审稿工作, 稿件评审"
reference,'refәrәns,"n. 参考, 索引, 参照\nvt. 给...加上参考资料\nvt. 引用\nvi. 引用\n[计] 引用"
referenced,,"a. 引用的, 参考的"
referencing,,[计] 引用的
referendum,.refә'rendәm,n. （就重大政治或社会问题进行的）全民公决，全民投票
referent,'refәrәnt,n. 指示物
referential,.refә'renʃәl,"a. 与...有关的, 有所指的\n[法] 参考的, 参照的, 指示的"
referral,ri'fә:rәl,"n. 参照, 介绍, 被介绍人, 转诊病人"
referred,,"v. 归类, 谈及, 送交；参考, 查阅（refer的过去式）"
refill,ri:'fil,"n. 再注满, 替换物\nvt. 再将...注满\nvi. 被再注满"
refillable,ˌri:'fɪləbl, 适于再装的（如包装材料等）
refinance,.ri:fai'næns,"vt. 再为...筹钱, 再供...资金"
refinancing,rifi'nænsiŋ,[经] 重新集资金
refine,ri'fain,"vt. 精炼, 净化, 使优雅, 使精炼\nvi. 被精炼, 被净化"
refined,ri'faind,"a. 精炼的, 优雅的, 精细的\n[医] 精制过的, 精练过的"
refinement,ri'fainmәnt,"n. 精致, 高尚, 精巧\n[医] 精制, 精练"
refiner,ri'fainә,"n. 炼制业者, 精炼机\n[经] 精炼业, 精炼机"
refinery,ri'fainәri,n. 精炼厂\n[化] 精炼厂炼糖厂
refining,ri'fainiŋ,"[计] 精炼, 提纯\n[化] 精炼; 精制; 提炼; 匀料; 匀浆"
refinish,ri:'finiʃ,vt. 整修表面\n[化] 返工修光
refinished,ˈri:ˈfiniʃt,v. 整修表面( refinish的过去式和过去分词 )
refit,.ri:'fit,"v. 整修, 改装\nn. 整修, 改装"
refitting,ri:'fɪtɪŋ,"v. （尤指船）整修, 重新装置, 给…整修( refit的现在分词 )"
reflect,ri'flekt,"vt. 反射, 反映, 招致, 深思\nvi. 被反射, 映出, 深思, 考虑, 指责"
reflectance,ri'flektәns,n. 反射比\n[电] 反射本领
reflected,ri'flektid,a. 反射的；得自他人的
reflection,ri'flekʃәn,"n. 反映, 沉思, 映像, 想法, 责难\n[计] 反射"
reflective,ri'flektiv,"a. 反射的, 反映的, 沉思的"
reflectively,rɪˈflektɪvlɪ,adv. 深思熟虑地; 反光地
reflectiveness,,n. 深思熟虑; 反光
reflectivity,.ri:flek'tiviti,n. 反射率\n[化] 反射率
reflector,ri'flektә,"n. 反射镜, 反射物\n[医] 反光镜, 反射器"
reflex,'ri:fleks,"n. 反射, 反射光, 映像\na. 反射的, 折转的\nvt. 使折转, 使折回"
reflexive,ri'fleksiv,"a. 反射的, 折回的, 折转的, 内省的, 反省的, 反身的\nn. 反身代词, 反身动词"
reflexively,,反身地
reflexivity,rɪflek'sɪvɪtɪ, 自反性
reflexology,",ri:flek'sɔlәdʒi",[医] 反射学
reflux,'ri:flʌks,"n. 逆流, 退潮\n[化] 回流"
reforest,ri:'fɒ:rist,vt. 重新造林
reforestation,.ri:fɒ:ris'teiʃәn,n. 重新造林
reform,ri'fɒ:m,"n. 改革, 改正, 改造\nvt. 改革, 改过, 革新, 重整\nvi. 革新, 改过"
reformat,ri'fɔ:mæt,vt. 重定格式
reformation,.refә'meiʃәn,"n. 改革, 改正, 重新形成, 重新组成"
reformatory,ri'fɔ:mәtәri,"n. 教养院\na. 改革的, 革新的"
reformed,ri'fɒ:md,"a. 改革过的, 改革派的"
reformer,ri'fɒ:mә,"n. 改革家, 改革运动者\n[化] 转化炉; 转化器; 重整器; 重整炉"
reforming,ri'fɔ:miŋ,"[计] 变换, 重整, 改进\n[化] 重整"
reformism,ri'fɒ:mizm,n. 改良主义
reformist,ri'fɒ:mist,"n. 改良主义者, 改革者"
reformulate,ri'fɒ:mjuleit,vt. 再用公式表示
reformulated,ri:ˈfɔ:mjuleitid,v. 再用形式表示( reformulate的过去式和过去分词 )
reformulation,.ri:fɔ:mju'leiʃәn,n. 再形成
refract,ri'frækt,"vt. 使折射, 测定...的屈光度\n[医] 使折射"
refracted,rɪˈfræktid,v. <物>（使）折射( refract的过去式和过去分词 )
refracting,rɪf'ræktɪŋ,v. <物>（使）折射( refract的现在分词 )
refraction,ri'frækʃәn,"n. 折光, 折射\n[医] 折射, 屈光"
refractive,ri'fræktiv,"a. 折射的, 有折射力的\n[医] 折射的, 屈光的"
refractor,ri'fræktә,"n. 折射器, 折射望远镜\n[化] 折射器"
refractory,ri'fræktәri,"a. 不听话的, 执拗的, 难治疗的, 耐火的\n[医] 不应的(期), 难治的, 顽固性的"
refrain,ri'frein,"n. 重复的话, 叠句, 副歌\nvi. 节制, 避免, 克制"
